distance;cluster
0,25;8282
0,25;8281
0,25;8280
0,25;8279
0,25;8278
0,25;8277
0,25;8276
0,25;8275
0,25;8274
0,25;8273
0,25;8272
0,25;8271
0,25;8270
0,25;8269
0,25;8268
0,25;8267
0,25;8266
0,25;8265
0,25;8264
0,25;8263
0,25;8262
0,25;8261
0,25;8260
0,25;8259
0,25;8258
0,25;8257
0,25;8256
0,25;8255
0,25;8254
0,25;8253
0,25;8252
0,25;8251
0,25;8250
0,25;8249
0,25;8248
0,25;8247
0,25;8246
0,25;8245
0,25;8244
0,25;8243
0,25;8242
0,25;8241
0,25;8240
0,25;8239
0,25;8238
0,25;8237
0,25;8236
0,25;8235
0,25;8234
0,25;8233
0,25;8232
0,25;8231
0,25;8230
0,25;8229
0,25;8228
0,25;8227
0,25;8226
0,25;8225
0,25;8224
0,25;8223
0,25;8222
0,25;8221
0,25;8220
0,25;8219
0,25;8218
0,25;8217
0,25;8216
0,25;8215
0,25;8214
0,25;8213
0,25;8212
0,25;8211
0,25;8210
0,25;8209
0,25;8208
0,25;8207
0,25;8206
0,25;8205
0,25;8204
0,25;8203
0,25;8202
0,25;8201
0,25;8200
0,25;8199
0,25;8198
0,25;8197
0,25;8196
0,25;8195
0,25;8194
0,25;8193
0,25;8192
0,25;8191
0,25;8190
0,25;8189
0,25;8188
0,25;8187
0,25;8186
0,25;8185
0,25;8184
0,25;8183
0,25;8182
0,25;8181
0,25;8180
0,25;8179
0,25;8178
0,25;8177
0,25;8176
0,25;8175
0,25;8174
0,25;8173
0,25;8172
0,25;8171
0,25;8170
0,25;8169
0,25;8168
0,25;8167
0,25;8166
0,25;8165
0,25;8164
0,25;8163
0,25;8162
0,25;8161
0,25;8160
0,25;8159
0,25;8158
0,25;8157
0,25;8156
0,25;8155
0,25;8154
0,25;8153
0,25;8152
0,25;8151
0,25;8150
0,25;8149
0,25;8148
0,25;8147
0,25;8146
0,25;8145
0,25;8144
0,25;8143
0,25;8142
0,25;8141
0,25;8140
0,25;8139
0,25;8138
0,25;8137
0,25;8136
0,25;8135
0,25;8134
0,25;8133
0,25;8132
0,25;8131
0,25;8130
0,25;8129
0,25;8128
0,25;8127
0,25;8126
0,25;8125
0,25;8124
0,25;8123
0,25;8122
0,25;8121
0,25;8120
0,25;8119
0,25;8118
0,25;8117
0,25;8116
0,25;8115
0,25;8114
0,25;8113
0,25;8112
0,25;8111
0,25;8110
0,25;8109
0,25;8108
0,25;8107
0,25;8106
0,25;8105
0,25;8104
0,25;8103
0,25;8102
0,25;8101
0,25;8100
0,25;8099
0,25;8098
0,25;8097
0,25;8096
0,25;8095
0,25;8094
0,25;8093
0,25;8092
0,25;8091
0,25;8090
0,25;8089
0,25;8088
0,25;8087
0,25;8086
0,25;8085
0,25;8084
0,25;8083
0,25;8082
0,25;8081
0,25;8080
0,25;8079
0,25;8078
0,25;8077
0,25;8076
0,25;8075
0,25;8074
0,25;8073
0,25;8072
0,25;8071
0,25;8070
0,25;8069
0,25;8068
0,25;8067
0,25;8066
0,25;8065
0,25;8064
0,25;8063
0,25;8062
0,25;8061
0,25;8060
0,25;8059
0,25;8058
0,25;8057
0,25;8056
0,25;8055
0,25;8054
0,25;8053
0,25;8052
0,25;8051
0,25;8050
0,25;8049
0,25;8048
0,25;8047
0,25;8046
0,25;8045
0,25;8044
0,25;8043
0,25;8042
0,25;8041
0,25;8040
0,25;8039
0,25;8038
0,25;8037
0,25;8036
0,25;8035
0,25;8034
0,25;8033
0,25;8032
0,25;8031
0,25;8030
0,25;8029
0,25;8028
0,25;8027
0,25;8026
0,25;8025
0,25;8024
0,25;8023
0,25;8022
0,25;8021
0,25;8020
0,25;8019
0,25;8018
0,25;8017
0,25;8016
0,25;8015
0,25;8014
0,25;8013
0,25;8012
0,25;8011
0,25;8010
0,25;8009
0,25;8008
0,25;8007
0,25;8006
0,25;8005
0,25;8004
0,25;8003
0,25;8002
0,25;8001
0,25;8000
0,25;7999
0,25;7998
0,25;7997
0,25;7996
0,25;7995
0,25;7994
0,25;7993
0,25;7992
0,25;7991
0,25;7990
0,25;7989
0,25;7988
0,25;7987
0,25;7986
0,25;7985
0,25;7984
0,25;7983
0,25;7982
0,25;7981
0,25;7980
0,25;7979
0,25;7978
0,25;7977
0,25;7976
0,25;7975
0,25;7974
0,25;7973
0,25;7972
0,25;7971
0,25;7970
0,25;7969
0,25;7968
0,25;7967
0,25;7966
0,25;7965
0,25;7964
0,25;7963
0,25;7962
0,25;7961
0,25;7960
0,25;7959
0,25;7958
0,25;7957
0,25;7956
0,25;7955
0,25;7954
0,25;7953
0,25;7952
0,25;7951
0,25;7950
0,25;7949
0,25;7948
0,25;7947
0,25;7946
0,25;7945
0,25;7944
0,25;7943
0,25;7942
0,25;7941
0,25;7940
0,25;7939
0,25;7938
0,25;7937
0,25;7936
0,25;7935
0,25;7934
0,25;7933
0,25;7932
0,25;7931
0,25;7930
0,25;7929
0,25;7928
0,25;7927
0,25;7926
0,25;7925
0,25;7924
0,25;7923
0,25;7922
0,25;7921
0,25;7920
0,25;7919
0,25;7918
0,25;7917
0,25;7916
0,25;7915
0,25;7914
0,25;7913
0,25;7912
0,25;7911
0,25;7910
0,25;7909
0,25;7908
0,25;7907
0,25;7906
0,25;7905
0,25;7904
0,25;7903
0,25;7902
0,25;7901
0,25;7900
0,25;7899
0,25;7898
0,25;7897
0,25;7896
0,25;7895
0,25;7894
0,25;7893
0,25;7892
0,25;7891
0,25;7890
0,25;7889
0,25;7888
0,25;7887
0,25;7886
0,25;7885
0,25;7884
0,25;7883
0,25;7882
0,25;7881
0,25;7880
0,25;7879
0,25;7878
0,25;7877
0,25;7876
0,25;7875
0,25;7874
0,25;7873
0,25;7872
0,25;7871
0,25;7870
0,25;7869
0,25;7868
0,25;7867
0,25;7866
0,25;7865
0,25;7864
0,25;7863
0,25;7862
0,25;7861
0,25;7860
0,25;7859
0,25;7858
0,25;7857
0,25;7856
0,25;7855
0,25;7854
0,25;7853
0,25;7852
0,25;7851
0,25;7850
0,25;7849
0,25;7848
0,25;7847
0,25;7846
0,25;7845
0,25;7844
0,25;7843
0,25;7842
0,25;7841
0,25;7840
0,25;7839
0,25;7838
0,25;7837
0,25;7836
0,25;7835
0,25;7834
0,25;7833
0,25;7832
0,25;7831
0,25;7830
0,25;7829
0,25;7828
0,25;7827
0,27272728;7826
0,27272728;7825
0,27272728;7824
0,27272728;7823
0,27272728;7822
0,27272728;7821
0,27272728;7820
0,27272728;7819
0,27272728;7818
0,27272728;7817
0,27272728;7816
0,27272728;7815
0,27272728;7814
0,27272728;7813
0,27272728;7812
0,27272728;7811
0,27272728;7810
0,3;7809
0,3;7808
0,3;7807
0,3;7806
0,3;7805
0,3;7804
0,3;7803
0,3;7802
0,3;7801
0,3;7800
0,3;7799
0,3;7798
0,3;7797
0,3;7796
0,3;7795
0,3;7794
0,3;7793
0,3;7792
0,3;7791
0,3;7790
0,3;7789
0,3;7788
0,3;7787
0,3;7786
0,3;7785
0,33333334;7784
0,33333334;7783
0,33333334;7782
0,33333334;7781
0,33333334;7780
0,33333334;7779
0,33333334;7778
0,33333334;7777
0,33333334;7776
0,33333334;7775
0,33333334;7774
0,33333334;7773
0,33333334;7772
0,33333334;7771
0,33333334;7770
0,33333334;7769
0,33333334;7768
0,33333334;7767
0,33333334;7766
0,33333334;7765
0,33333334;7764
0,33333334;7763
0,33333334;7762
0,33333334;7761
0,33333334;7760
0,33333334;7759
0,33333334;7758
0,33333334;7757
0,33333334;7756
0,33333334;7755
0,33333334;7754
0,33333334;7753
0,33333334;7752
0,33333334;7751
0,33333334;7750
0,33333334;7749
0,33333334;7748
0,33333334;7747
0,33333334;7746
0,33333334;7745
0,33333334;7744
0,33333334;7743
0,33333334;7742
0,33333334;7741
0,33333334;7740
0,33333334;7739
0,33333334;7738
0,33333334;7737
0,33333334;7736
0,33333334;7735
0,33333334;7734
0,33333334;7733
0,33333334;7732
0,33333334;7731
0,33333334;7730
0,33333334;7729
0,33333334;7728
0,33333334;7727
0,33333334;7726
0,33333334;7725
0,33333334;7724
0,33333334;7723
0,33333334;7722
0,33333334;7721
0,33333334;7720
0,33333334;7719
0,33333334;7718
0,33333334;7717
0,33333334;7716
0,33333334;7715
0,33333334;7714
0,33333334;7713
0,33333334;7712
0,33333334;7711
0,33333334;7710
0,33333334;7709
0,33333334;7708
0,33333334;7707
0,33333334;7706
0,33333334;7705
0,33333334;7704
0,33333334;7703
0,33333334;7702
0,33333334;7701
0,33333334;7700
0,33333334;7699
0,33333334;7698
0,33333334;7697
0,33333334;7696
0,33333334;7695
0,33333334;7694
0,33333334;7693
0,33333334;7692
0,33333334;7691
0,33333334;7690
0,33333334;7689
0,33333334;7688
0,33333334;7687
0,33333334;7686
0,33333334;7685
0,33333334;7684
0,33333334;7683
0,33333334;7682
0,33333334;7681
0,33333334;7680
0,33333334;7679
0,33333334;7678
0,33333334;7677
0,33333334;7676
0,33333334;7675
0,33333334;7674
0,33333334;7673
0,33333334;7672
0,33333334;7671
0,33333334;7670
0,33333334;7669
0,33333334;7668
0,33333334;7667
0,33333334;7666
0,33333334;7665
0,33333334;7664
0,33333334;7663
0,33333334;7662
0,33333334;7661
0,33333334;7660
0,33333334;7659
0,33333334;7658
0,33333334;7657
0,33333334;7656
0,33333334;7655
0,33333334;7654
0,33333334;7653
0,33333334;7652
0,33333334;7651
0,33333334;7650
0,33333334;7649
0,33333334;7648
0,33333334;7647
0,33333334;7646
0,33333334;7645
0,33333334;7644
0,33333334;7643
0,33333334;7642
0,33333334;7641
0,33333334;7640
0,33333334;7639
0,33333334;7638
0,33333334;7637
0,33333334;7636
0,33333334;7635
0,33333334;7634
0,33333334;7633
0,33333334;7632
0,33333334;7631
0,33333334;7630
0,33333334;7629
0,33333334;7628
0,33333334;7627
0,33333334;7626
0,33333334;7625
0,33333334;7624
0,33333334;7623
0,33333334;7622
0,33333334;7621
0,33333334;7620
0,33333334;7619
0,33333334;7618
0,33333334;7617
0,33333334;7616
0,33333334;7615
0,33333334;7614
0,33333334;7613
0,33333334;7612
0,33333334;7611
0,33333334;7610
0,33333334;7609
0,33333334;7608
0,33333334;7607
0,33333334;7606
0,33333334;7605
0,33333334;7604
0,33333334;7603
0,33333334;7602
0,33333334;7601
0,33333334;7600
0,33333334;7599
0,33333334;7598
0,33333334;7597
0,33333334;7596
0,33333334;7595
0,33333334;7594
0,33333334;7593
0,33333334;7592
0,33333334;7591
0,33333334;7590
0,33333334;7589
0,33333334;7588
0,33333334;7587
0,33333334;7586
0,33333334;7585
0,33333334;7584
0,33333334;7583
0,33333334;7582
0,33333334;7581
0,33333334;7580
0,33333334;7579
0,33333334;7578
0,33333334;7577
0,33333334;7576
0,33333334;7575
0,33333334;7574
0,33333334;7573
0,33333334;7572
0,33333334;7571
0,33333334;7570
0,33333334;7569
0,33333334;7568
0,33333334;7567
0,33333334;7566
0,33333334;7565
0,33333334;7564
0,33333334;7563
0,33333334;7562
0,33333334;7561
0,33333334;7560
0,33333334;7559
0,33333334;7558
0,33333334;7557
0,33333334;7556
0,33333334;7555
0,33333334;7554
0,33333334;7553
0,33333334;7552
0,33333334;7551
0,33333334;7550
0,33333334;7549
0,33333334;7548
0,33333334;7547
0,33333334;7546
0,33333334;7545
0,33333334;7544
0,33333334;7543
0,33333334;7542
0,33333334;7541
0,33333334;7540
0,33333334;7539
0,33333334;7538
0,33333334;7537
0,33333334;7536
0,33333334;7535
0,33333334;7534
0,33333334;7533
0,33333334;7532
0,33333334;7531
0,33333334;7530
0,33333334;7529
0,33333334;7528
0,33333334;7527
0,33333334;7526
0,33333334;7525
0,33333334;7524
0,33333334;7523
0,33333334;7522
0,33333334;7521
0,33333334;7520
0,33333334;7519
0,33333334;7518
0,33333334;7517
0,33333334;7516
0,33333334;7515
0,33333334;7514
0,33333334;7513
0,33333334;7512
0,33333334;7511
0,33333334;7510
0,33333334;7509
0,33333334;7508
0,33333334;7507
0,33333334;7506
0,33333334;7505
0,33333334;7504
0,33333334;7503
0,33333334;7502
0,33333334;7501
0,33333334;7500
0,33333334;7499
0,33333334;7498
0,33333334;7497
0,33333334;7496
0,33333334;7495
0,33333334;7494
0,33333334;7493
0,33333334;7492
0,33333334;7491
0,33333334;7490
0,33333334;7489
0,33333334;7488
0,33333334;7487
0,33333334;7486
0,33333334;7485
0,33333334;7484
0,33333334;7483
0,33333334;7482
0,33333334;7481
0,33333334;7480
0,33333334;7479
0,33333334;7478
0,33333334;7477
0,33333334;7476
0,33333334;7475
0,33333334;7474
0,33333334;7473
0,33333334;7472
0,33333334;7471
0,33333334;7470
0,33333334;7469
0,33333334;7468
0,33333334;7467
0,33333334;7466
0,33333334;7465
0,33333334;7464
0,33333334;7463
0,33333334;7462
0,33333334;7461
0,33333334;7460
0,33333334;7459
0,33333334;7458
0,33333334;7457
0,33333334;7456
0,33333334;7455
0,33333334;7454
0,33333334;7453
0,33333334;7452
0,33333334;7451
0,33333334;7450
0,33333334;7449
0,33333334;7448
0,33333334;7447
0,33333334;7446
0,33333334;7445
0,33333334;7444
0,33333334;7443
0,33333334;7442
0,33333334;7441
0,33333334;7440
0,33333334;7439
0,33333334;7438
0,35;7437
0,375;7436
0,375;7435
0,375;7434
0,375;7433
0,375;7432
0,375;7431
0,375;7430
0,375;7429
0,375;7428
0,375;7427
0,375;7426
0,375;7425
0,375;7424
0,375;7423
0,375;7422
0,375;7421
0,375;7420
0,375;7419
0,375;7418
0,375;7417
0,375;7416
0,375;7415
0,375;7414
0,375;7413
0,375;7412
0,375;7411
0,375;7410
0,375;7409
0,375;7408
0,375;7407
0,375;7406
0,375;7405
0,375;7404
0,375;7403
0,375;7402
0,375;7401
0,375;7400
0,375;7399
0,375;7398
0,375;7397
0,375;7396
0,375;7395
0,375;7394
0,375;7393
0,375;7392
0,375;7391
0,375;7390
0,375;7389
0,375;7388
0,375;7387
0,375;7386
0,375;7385
0,375;7384
0,375;7383
0,375;7382
0,375;7381
0,375;7380
0,375;7379
0,375;7378
0,375;7377
0,375;7376
0,375;7375
0,375;7374
0,375;7373
0,375;7372
0,375;7371
0,375;7370
0,375;7369
0,375;7368
0,375;7367
0,375;7366
0,375;7365
0,375;7364
0,375;7363
0,375;7362
0,375;7361
0,375;7360
0,375;7359
0,375;7358
0,375;7357
0,375;7356
0,375;7355
0,375;7354
0,375;7353
0,42857143;7352
0,42857143;7351
0,42857143;7350
0,42857143;7349
0,42857143;7348
0,42857143;7347
0,42857143;7346
0,42857143;7345
0,42857143;7344
0,42857143;7343
0,42857143;7342
0,42857143;7341
0,42857143;7340
0,42857143;7339
0,42857143;7338
0,42857143;7337
0,42857143;7336
0,42857143;7335
0,42857143;7334
0,42857143;7333
0,42857143;7332
0,42857143;7331
0,42857143;7330
0,42857143;7329
0,42857143;7328
0,42857143;7327
0,42857143;7326
0,42857143;7325
0,42857143;7324
0,42857143;7323
0,42857143;7322
0,42857143;7321
0,42857143;7320
0,42857143;7319
0,42857143;7318
0,42857143;7317
0,42857143;7316
0,42857143;7315
0,42857143;7314
0,42857143;7313
0,42857143;7312
0,42857143;7311
0,42857143;7310
0,42857143;7309
0,42857143;7308
0,42857143;7307
0,42857143;7306
0,42857143;7305
0,42857143;7304
0,42857143;7303
0,42857143;7302
0,42857143;7301
0,42857143;7300
0,42857143;7299
0,42857143;7298
0,42857143;7297
0,42857143;7296
0,42857143;7295
0,42857143;7294
0,42857143;7293
0,42857143;7292
0,42857143;7291
0,42857143;7290
0,42857143;7289
0,42857143;7288
0,42857143;7287
0,42857143;7286
0,42857143;7285
0,42857143;7284
0,42857143;7283
0,42857143;7282
0,42857143;7281
0,42857143;7280
0,42857143;7279
0,42857143;7278
0,42857143;7277
0,42857143;7276
0,42857143;7275
0,42857143;7274
0,42857143;7273
0,42857143;7272
0,42857143;7271
0,42857143;7270
0,42857143;7269
0,42857143;7268
0,42857143;7267
0,42857143;7266
0,42857143;7265
0,42857143;7264
0,42857143;7263
0,42857143;7262
0,42857143;7261
0,42857143;7260
0,42857143;7259
0,42857143;7258
0,42857143;7257
0,42857143;7256
0,42857143;7255
0,42857143;7254
0,42857143;7253
0,42857143;7252
0,42857143;7251
0,42857143;7250
0,42857143;7249
0,42857143;7248
0,42857143;7247
0,42857143;7246
0,42857143;7245
0,42857143;7244
0,42857143;7243
0,42857143;7242
0,42857143;7241
0,42857143;7240
0,42857143;7239
0,42857143;7238
0,42857143;7237
0,42857143;7236
0,42857143;7235
0,42857143;7234
0,42857143;7233
0,42857143;7232
0,4375;7231
0,4375;7230
0,4375;7229
0,47727272;7228
0,47727272;7227
0,47727272;7226
0,47727272;7225
0,47727272;7224
0,47727272;7223
0,5;7222
0,5;7221
0,5;7220
0,5;7219
0,5;7218
0,5;7217
0,5;7216
0,5;7215
0,5;7214
0,5;7213
0,5;7212
0,5;7211
0,5;7210
0,5;7209
0,5;7208
0,5;7207
0,5;7206
0,5;7205
0,5;7204
0,5;7203
0,5;7202
0,5;7201
0,5;7200
0,5;7199
0,5;7198
0,5;7197
0,5;7196
0,5;7195
0,5;7194
0,5;7193
0,5;7192
0,5;7191
0,5;7190
0,5;7189
0,5;7188
0,5;7187
0,5;7186
0,5;7185
0,5;7184
0,5;7183
0,5;7182
0,5;7181
0,5;7180
0,5;7179
0,5;7178
0,5;7177
0,5;7176
0,5;7175
0,5;7174
0,5;7173
0,5;7172
0,5;7171
0,5;7170
0,5;7169
0,5;7168
0,5;7167
0,5;7166
0,5;7165
0,5;7164
0,5;7163
0,5;7162
0,5;7161
0,5;7160
0,5;7159
0,5;7158
0,5;7157
0,5;7156
0,5;7155
0,5;7154
0,5;7153
0,5;7152
0,5;7151
0,5;7150
0,5;7149
0,5;7148
0,5;7147
0,5;7146
0,5;7145
0,5;7144
0,5;7143
0,5;7142
0,5;7141
0,5;7140
0,5;7139
0,5;7138
0,5;7137
0,5;7136
0,5;7135
0,5;7134
0,5;7133
0,5;7132
0,5;7131
0,5;7130
0,5;7129
0,5;7128
0,5;7127
0,5;7126
0,5;7125
0,5;7124
0,5;7123
0,5;7122
0,5;7121
0,5;7120
0,5;7119
0,5;7118
0,5;7117
0,5;7116
0,5;7115
0,5;7114
0,5;7113
0,5;7112
0,5;7111
0,5;7110
0,5;7109
0,5;7108
0,5;7107
0,5;7106
0,5;7105
0,5;7104
0,5;7103
0,5;7102
0,5;7101
0,5;7100
0,5;7099
0,5;7098
0,5;7097
0,5;7096
0,5;7095
0,5;7094
0,5;7093
0,5;7092
0,5;7091
0,5;7090
0,5;7089
0,5;7088
0,5;7087
0,5;7086
0,5;7085
0,5;7084
0,5;7083
0,5;7082
0,5;7081
0,5;7080
0,5;7079
0,5;7078
0,5;7077
0,5;7076
0,5;7075
0,5;7074
0,5;7073
0,5;7072
0,5;7071
0,5;7070
0,5;7069
0,5;7068
0,5;7067
0,5;7066
0,5;7065
0,5;7064
0,5;7063
0,5;7062
0,5;7061
0,5;7060
0,5;7059
0,5;7058
0,5;7057
0,5;7056
0,5;7055
0,5;7054
0,5;7053
0,5;7052
0,5;7051
0,5;7050
0,5;7049
0,5;7048
0,5;7047
0,5;7046
0,5;7045
0,5;7044
0,5;7043
0,5;7042
0,5;7041
0,5;7040
0,5;7039
0,5;7038
0,5;7037
0,5;7036
0,5;7035
0,5;7034
0,5;7033
0,5;7032
0,5;7031
0,5;7030
0,5;7029
0,5;7028
0,5;7027
0,5;7026
0,5;7025
0,5;7024
0,5;7023
0,5;7022
0,5;7021
0,5;7020
0,5;7019
0,5;7018
0,5;7017
0,5;7016
0,5;7015
0,5;7014
0,5;7013
0,5;7012
0,5;7011
0,5;7010
0,5;7009
0,5;7008
0,5;7007
0,5;7006
0,5;7005
0,5;7004
0,5;7003
0,5;7002
0,5;7001
0,5;7000
0,5;6999
0,5;6998
0,5;6997
0,5;6996
0,5;6995
0,5;6994
0,5;6993
0,5;6992
0,5;6991
0,5;6990
0,5;6989
0,5;6988
0,5;6987
0,5;6986
0,5;6985
0,5;6984
0,5;6983
0,5;6982
0,5;6981
0,5;6980
0,5;6979
0,5;6978
0,5;6977
0,5;6976
0,5;6975
0,5;6974
0,5;6973
0,5;6972
0,5;6971
0,5;6970
0,5;6969
0,5;6968
0,5;6967
0,5;6966
0,5;6965
0,5;6964
0,5;6963
0,5;6962
0,5;6961
0,5;6960
0,5;6959
0,5;6958
0,5;6957
0,5;6956
0,5;6955
0,5;6954
0,5;6953
0,5;6952
0,5;6951
0,5;6950
0,5;6949
0,5;6948
0,5;6947
0,5;6946
0,5;6945
0,5;6944
0,5;6943
0,5;6942
0,5;6941
0,5;6940
0,5;6939
0,5;6938
0,5;6937
0,5;6936
0,5;6935
0,5;6934
0,5;6933
0,5;6932
0,5;6931
0,5;6930
0,5;6929
0,5;6928
0,5;6927
0,5;6926
0,5;6925
0,5;6924
0,5;6923
0,5;6922
0,5;6921
0,5;6920
0,5;6919
0,5;6918
0,5;6917
0,5;6916
0,5;6915
0,5;6914
0,5;6913
0,5;6912
0,5;6911
0,5;6910
0,5;6909
0,5;6908
0,5;6907
0,5;6906
0,5;6905
0,5;6904
0,5;6903
0,5;6902
0,5;6901
0,5;6900
0,5;6899
0,5;6898
0,5;6897
0,5;6896
0,5;6895
0,5;6894
0,5;6893
0,5;6892
0,5;6891
0,5;6890
0,5;6889
0,5;6888
0,5;6887
0,5;6886
0,5;6885
0,5;6884
0,5;6883
0,5;6882
0,5;6881
0,5;6880
0,5;6879
0,5;6878
0,5;6877
0,5;6876
0,5;6875
0,5;6874
0,5;6873
0,5;6872
0,5;6871
0,5;6870
0,5;6869
0,5;6868
0,5;6867
0,5;6866
0,5;6865
0,5;6864
0,525;6863
0,525;6862
0,525;6861
0,525;6860
0,525;6859
0,525;6858
0,525;6857
0,525;6856
0,525;6855
0,525;6854
0,525;6853
0,525;6852
0,525;6851
0,525;6850
0,525;6849
0,525;6848
0,525;6847
0,525;6846
0,525;6845
0,525;6844
0,525;6843
0,525;6842
0,5769231;6841
0,5769231;6840
0,5833333;6839
0,5833333;6838
0,5833333;6837
0,5833333;6836
0,5833333;6835
0,5833333;6834
0,5833333;6833
0,5833333;6832
0,5833333;6831
0,5833333;6830
0,5833333;6829
0,5833333;6828
0,5833333;6827
0,5833333;6826
0,5833333;6825
0,5833333;6824
0,5833333;6823
0,5833333;6822
0,5833333;6821
0,5833333;6820
0,5833333;6819
0,5833333;6818
0,5833333;6817
0,5833333;6816
0,5833333;6815
0,5833333;6814
0,5833333;6813
0,5833333;6812
0,5833333;6811
0,5833333;6810
0,5833333;6809
0,5833333;6808
0,5833333;6807
0,5833333;6806
0,6;6805
0,6;6804
0,6;6803
0,6;6802
0,6;6801
0,6;6800
0,6;6799
0,6;6798
0,6;6797
0,6;6796
0,6;6795
0,6;6794
0,6;6793
0,6;6792
0,6;6791
0,6;6790
0,6;6789
0,6;6788
0,6;6787
0,6;6786
0,6;6785
0,6;6784
0,6;6783
0,6;6782
0,6;6781
0,6;6780
0,6;6779
0,6;6778
0,6;6777
0,6;6776
0,6;6775
0,6;6774
0,6;6773
0,6;6772
0,6;6771
0,6;6770
0,6;6769
0,6;6768
0,6;6767
0,6;6766
0,6;6765
0,6;6764
0,6;6763
0,6;6762
0,6;6761
0,6;6760
0,6;6759
0,6;6758
0,6;6757
0,6;6756
0,6;6755
0,6;6754
0,6;6753
0,6;6752
0,6;6751
0,6;6750
0,6;6749
0,6;6748
0,6;6747
0,6;6746
0,6;6745
0,6;6744
0,6;6743
0,6;6742
0,6;6741
0,6;6740
0,6;6739
0,6;6738
0,6;6737
0,6;6736
0,6;6735
0,6;6734
0,6;6733
0,6;6732
0,6;6731
0,6;6730
0,6;6729
0,6;6728
0,6;6727
0,6;6726
0,6;6725
0,6;6724
0,6;6723
0,6;6722
0,6;6721
0,6;6720
0,6;6719
0,6;6718
0,6;6717
0,6;6716
0,6;6715
0,6;6714
0,6;6713
0,6;6712
0,6;6711
0,6;6710
0,6;6709
0,6;6708
0,6;6707
0,6;6706
0,6;6705
0,6;6704
0,6;6703
0,6;6702
0,6;6701
0,6;6700
0,6;6699
0,6;6698
0,6;6697
0,6;6696
0,6;6695
0,6;6694
0,6;6693
0,6;6692
0,6;6691
0,6;6690
0,6;6689
0,6;6688
0,6;6687
0,6;6686
0,6;6685
0,6;6684
0,6;6683
0,6;6682
0,6;6681
0,6;6680
0,6;6679
0,6;6678
0,6;6677
0,6;6676
0,6;6675
0,6;6674
0,6;6673
0,6;6672
0,6;6671
0,6;6670
0,6;6669
0,6;6668
0,6;6667
0,6;6666
0,6;6665
0,6;6664
0,6;6663
0,6;6662
0,6;6661
0,6;6660
0,6;6659
0,6;6658
0,6;6657
0,6;6656
0,6;6655
0,6;6654
0,6;6653
0,6;6652
0,6;6651
0,6;6650
0,6;6649
0,6;6648
0,6;6647
0,6;6646
0,6;6645
0,6;6644
0,6;6643
0,6;6642
0,6;6641
0,6;6640
0,6;6639
0,6;6638
0,6;6637
0,6;6636
0,6;6635
0,6;6634
0,6;6633
0,6;6632
0,6;6631
0,6;6630
0,6;6629
0,6;6628
0,6;6627
0,6;6626
0,6;6625
0,6;6624
0,6;6623
0,6;6622
0,6;6621
0,6;6620
0,6;6619
0,6;6618
0,6;6617
0,6;6616
0,6;6615
0,6;6614
0,6;6613
0,6;6612
0,6;6611
0,6;6610
0,6;6609
0,6;6608
0,6;6607
0,6;6606
0,6;6605
0,6;6604
0,6;6603
0,6;6602
0,6;6601
0,6;6600
0,6;6599
0,6;6598
0,6;6597
0,6;6596
0,6;6595
0,6;6594
0,6;6593
0,6;6592
0,6;6591
0,6;6590
0,6;6589
0,6;6588
0,6;6587
0,6;6586
0,6;6585
0,6;6584
0,6;6583
0,6;6582
0,6;6581
0,6;6580
0,6;6579
0,6;6578
0,6;6577
0,6;6576
0,6;6575
0,6;6574
0,6;6573
0,6;6572
0,6;6571
0,6;6570
0,6;6569
0,6;6568
0,6;6567
0,6;6566
0,6;6565
0,6;6564
0,6;6563
0,6;6562
0,6;6561
0,6;6560
0,6;6559
0,6;6558
0,6;6557
0,6;6556
0,6;6555
0,6;6554
0,6;6553
0,6;6552
0,6;6551
0,6;6550
0,6;6549
0,6;6548
0,6;6547
0,6;6546
0,6;6545
0,6;6544
0,6;6543
0,6;6542
0,6;6541
0,6;6540
0,6;6539
0,6;6538
0,6;6537
0,6;6536
0,6;6535
0,6;6534
0,6;6533
0,6;6532
0,6;6531
0,6;6530
0,6;6529
0,6;6528
0,6;6527
0,6;6526
0,6;6525
0,6;6524
0,6;6523
0,6;6522
0,6;6521
0,6;6520
0,6;6519
0,6;6518
0,6;6517
0,6;6516
0,6;6515
0,6;6514
0,6;6513
0,6;6512
0,6;6511
0,6;6510
0,6;6509
0,6;6508
0,6;6507
0,6;6506
0,6;6505
0,6;6504
0,6;6503
0,6;6502
0,6;6501
0,6;6500
0,6;6499
0,6;6498
0,6;6497
0,6;6496
0,6;6495
0,6;6494
0,6;6493
0,6;6492
0,6;6491
0,6;6490
0,6;6489
0,6;6488
0,6;6487
0,6;6486
0,6;6485
0,65625;6484
0,65625;6483
0,65625;6482
0,65625;6481
0,65625;6480
0,65625;6479
0,65625;6478
0,65625;6477
0,65625;6476
0,65625;6475
0,65625;6474
0,65625;6473
0,65625;6472
0,65625;6471
0,65625;6470
0,65625;6469
0,65625;6468
0,65625;6467
0,65625;6466
0,65625;6465
0,65625;6464
0,65625;6463
0,65625;6462
0,65625;6461
0,65625;6460
0,65625;6459
0,65625;6458
0,65625;6457
0,65625;6456
0,65625;6455
0,65625;6454
0,65625;6453
0,65625;6452
0,65625;6451
0,65625;6450
0,65625;6449
0,65625;6448
0,65625;6447
0,65625;6446
0,65625;6445
0,65625;6444
0,65625;6443
0,65625;6442
